"IndividualId","Time [min]","Organism|PeripheralVenousBlood|Caffeine|Plasma (Peripheral Venous Blood) [µmol/l]"
0,1293,0
0,1296,0
0,1299,0
0,1302,0
0,1305,0
0,1308,0
0,1311,0
0,1314,0
0,1317,0
0,1320,0
0,1323,0
0,1326,0
0,1329,0
0,1332,0
0,1335,0
0,1338,0
0,1341,0
0,1344,0
0,1347,0
0,1350,0
0,1353,0
0,1356,0
0,1359,0
0,1362,0
0,1365,0
0,1368,0
0,1371,0
0,1374,0
0,1377,0
0,1380,0
0,1383,0
0,1386,0
0,1389,0
0,1392,0
0,1395,0
0,1398,0
0,1401,0
0,1404,0
0,1407,0
0,1410,0
0,1413,0
0,1416,0
0,1419,0
0,1422,0
0,1425,0
0,1428,0
0,1431,0
0,1434,0
0,1437,0
0,1440,0
0,1443,0
0,1446,0
0,1449,0
0,1452,0
0,1455,0
0,1458,0
0,1461,0
0,1464,0
0,1467,0
0,1470,0
0,1473,0
0,1476,0
0,1479,0
0,1482,0
0,1485,0
0,1488,0
0,1491,0
0,1494,0
0,1497,0
0,1500,0
0,1503,0.12381649
0,1506,1.3780277
0,1509,4.0292206
0,1512,7.71978
0,1515,11.969853
0,1518,16.270596
0,1521,20.207325
0,1524,23.514292
0,1527,26.071903
0,1530,27.875668
0,1533,28.997807
0,1536,29.552252
0,1539,29.666641
0,1542,29.463606
0,1545,29.049778
0,1548,28.511234
0,1551,27.912907
0,1554,27.300709
0,1557,26.70503
0,1560,26.144114
0,1563,25.627232
0,1566,25.157566
0,1569,24.734327
0,1572,24.354366
0,1575,24.013351
0,1578,23.7065
0,1581,23.429056
0,1584,23.176588
0,1587,22.94512
0,1590,22.731173
0,1593,22.531775
0,1596,22.344416
0,1599,22.167007
0,1602,21.99782
0,1605,21.835432
0,1608,21.678686
0,1611,21.526634
0,1614,21.378506
0,1617,21.233677
0,1620,21.091639
0,1623,20.951982
0,1626,20.81437
0,1629,20.67853
0,1632,20.54424
0,1635,20.411322
0,1638,20.279623
0,1641,20.149027
0,1644,20.019428
0,1647,19.890747
0,1650,19.762917
0,1653,19.635878
0,1656,19.509583
0,1659,19.383995
0,1662,19.25908
0,1665,19.134811
0,1668,19.011164
0,1671,18.888117
0,1674,18.765656
0,1677,18.643764
0,1680,18.522432
0,1683,18.40165
0,1686,18.281403
0,1689,18.16169
0,1692,18.042498
0,1695,17.923826
0,1698,17.805668
0,1701,17.688017
0,1704,17.570871
0,1707,17.454227
0,1710,17.338083
0,1713,17.222433
0,1716,17.107279
0,1719,16.992615
0,1722,16.87844
0,1725,16.764757
0,1728,16.65156
0,1731,16.538849
0,1734,16.426624
0,1737,16.314884
0,1740,16.203627
0,1743,16.092854
0,1746,15.982564
0,1749,15.872756
0,1752,15.763431
0,1755,15.654588
0,1758,15.5462265
0,1761,15.438347
0,1764,15.33095
0,1767,15.224033
0,1770,15.1175995
0,1773,15.011646
0,1776,14.906176
0,1779,14.8011875
0,1782,14.696681
0,1785,14.592656
0,1788,14.489114
0,1791,14.386054
0,1794,14.283477
0,1797,14.181382
0,1800,14.079771
0,1803,13.978642
0,1806,13.877997
0,1809,13.777836
0,1812,13.678157
0,1815,13.578962
0,1818,13.480252
0,1821,13.382026
0,1824,13.284283
0,1827,13.187024
0,1830,13.09025
0,1833,12.99396
0,1836,12.898155
0,1839,12.802834
0,1842,12.707997
0,1845,12.613646
0,1848,12.519777
0,1851,12.426394
0,1854,12.333496
0,1857,12.241081
0,1860,12.149151
0,1863,12.057705
0,1866,11.9667425
0,1869,11.876265
0,1872,11.78627
0,1875,11.696759
0,1878,11.607731
0,1881,11.519186
0,1884,11.431124
0,1887,11.343544
0,1890,11.256447
0,1893,11.169831
0,1896,11.083696
0,1899,10.998043
0,1902,10.91287
0,1905,10.828178
0,1908,10.743965
0,1911,10.660232
0,1914,10.576978
0,1917,10.494201
0,1920,10.411902
0,1923,10.330081
0,1926,10.248736
0,1929,10.167867
0,1932,10.087473
0,1935,10.007554
0,1938,9.928109
0,1941,9.849136
0,1944,9.7706375
0,1947,9.692609
0,1950,9.615052
0,1953,9.537966
0,1956,9.461348
0,1959,9.385199
0,1962,9.309517
0,1965,9.234302
0,1968,9.159552
0,1971,9.085267
0,1974,9.011447
0,1977,8.938088
0,1980,8.865192
0,1983,8.792757
0,1986,8.72078
0,1989,8.649263
0,1992,8.578204
0,1995,8.507601
0,1998,8.437452
0,2001,8.367759
0,2004,8.298517
0,2007,8.229729
0,2010,8.161389
0,2013,8.0935
0,2016,8.026059
0,2019,7.959064
0,2022,7.8925147
0,2025,7.82641
0,2028,7.7607474
0,2031,7.6955266
0,2034,7.630746
0,2037,7.566404
0,2040,7.502499
0,2043,7.43903
0,2046,7.375996
0,2049,7.3133945
0,2052,7.2512245
0,2055,7.1894846
0,2058,7.1281734
0,2061,7.0672894
0,2064,7.0068307
0,2067,6.946796
0,2070,6.8871837
0,2073,6.827992
0,2076,6.7692194
0,2079,6.710865
0,2082,6.6529264
0,2085,6.595402
0,2088,6.5382905
0,2091,6.48159
0,2094,6.425299
0,2097,6.3694158
0,2100,6.3139386
0,2103,6.258866
0,2106,6.2041955
0,2109,6.149926
0,2112,6.096056
0,2115,6.0425835
0,2118,5.9895062
0,2121,5.9368234
0,2124,5.8845325
0,2127,5.832632
0,2130,5.78112
0,2133,5.729995
0,2136,5.6792545
0,2139,5.628897
0,2142,5.5789213
0,2145,5.529325
0,2148,5.4801064
0,2151,5.4312634
0,2154,5.3827944
0,2157,5.3346977
0,2160,5.286971
0,2163,5.2396126
0,2166,5.1926208
0,2169,5.145993
0,2172,5.0997286
0,2175,5.053825
0,2178,5.00828
0,2181,4.963092
0,2184,4.918259
0,2187,4.8737793
0,2190,4.829651
0,2193,4.7858715
0,2196,4.7424397
0,2199,4.699353
0,2202,4.6566105
0,2205,4.6142097
0,2208,4.5721483
0,2211,4.5304246
0,2214,4.4890366
0,2217,4.447983
0,2220,4.4072604
0,2223,4.3668685
0,2226,4.3268046
0,2229,4.287067
0,2232,4.247653
0,2235,4.2085614
0,2238,4.1697903
0,2241,4.1313376
0,2244,4.093201
0,2247,4.0553794
0,2250,4.01787
0,2253,3.9806712
0,2256,3.9437811
0,2259,3.9071977
0,2262,3.870919
0,2265,3.8349433
0,2268,3.7992685
0,2271,3.7638927
0,2274,3.728814
0,2277,3.6940303
0,2280,3.6595397
0,2283,3.6253407
0,2286,3.591431
0,2289,3.5578086
0,2292,3.524472
0,2295,3.491419
0,2298,3.458648
0,2301,3.4261565
0,2304,3.393943
0,2307,3.362006
0,2310,3.3303428
0,2313,3.298952
0,2316,3.2678318
0,2319,3.23698
0,2322,3.2063951
0,2325,3.176075
0,2328,3.1460178
0,2331,3.116222
0,2334,3.0866852
0,2337,3.057406
0,2340,3.0283825
0,2343,2.9996128
0,2346,2.971095
0,2349,2.9428275
0,2352,2.9148083
0,2355,2.8870356
0,2358,2.8595078
0,2361,2.832223
0,2364,2.8051794
0,2367,2.7783751
0,2370,2.7518084
0,2373,2.7254777
0,2376,2.699381
0,2379,2.673517
0,2382,2.6478834
0,2385,2.6224787
0,2388,2.5973012
0,2391,2.5723493
0,2394,2.547621
0,2397,2.5231147
0,2400,2.498829
0,2403,2.4747617
0,2406,2.4509115
0,2409,2.4272764
0,2412,2.403855
0,2415,2.3806458
0,2418,2.3576467
0,2421,2.3348563
0,2424,2.312273
0,2427,2.289895
0,2430,2.267721
0,2433,2.245749
0,2436,2.2239778
0,2439,2.2024055
0,2442,2.1810303
0,2445,2.1598513
0,2448,2.1388664
0,2451,2.1180742
0,2454,2.0974731
0,2457,2.0770617
0,2460,2.0568383
0,2463,2.0368013
0,2466,2.0169497
0,2469,1.9972812
0,2472,1.9777949
0,2475,1.9584891
0,2478,1.9393623
0,2481,1.9204131
0,2484,1.90164
0,2487,1.8830415
0,2490,1.8646162
0,2493,1.8463627
0,2496,1.8282794
0,2499,1.8103651
0,2502,1.7926182
0,2505,1.7750374
0,2508,1.7576213
0,2511,1.7403685
0,2514,1.7232776
0,2517,1.7063471
0,2520,1.6895759
0,2523,1.6729625
0,2526,1.6565057
0,2529,1.640204
0,2532,1.624056
0,2535,1.6080606
0,2538,1.5922164
0,2541,1.5765221
0,2544,1.5609764
0,2547,1.545578
0,2550,1.5303257
0,2553,1.515218
0,2556,1.500254
0,2559,1.4854323
0,2562,1.4707515
0,2565,1.4562106
0,2568,1.4418083
0,2571,1.4275434
0,2574,1.4134146
0,2577,1.3994209
0,2580,1.3855608
0,2583,1.3718334
0,2586,1.3582374
0,2589,1.3447717
0,2592,1.3314352
0,2595,1.3182266
0,2598,1.3051448
0,2601,1.2921888
0,2604,1.2793573
0,2607,1.2666492
0,2610,1.2540637
0,2613,1.2415993
0,2616,1.2292552
0,2619,1.2170302
0,2622,1.2049232
0,2625,1.1929331
0,2628,1.181059
0,2631,1.1692998
0,2634,1.1576544
0,2637,1.1461219
0,2640,1.134701
0,2643,1.123391
0,2646,1.1121907
0,2649,1.1010993
0,2652,1.0901154
0,2655,1.0792385
0,2658,1.0684674
0,2661,1.057801
0,2664,1.0472386
0,2667,1.0367792
0,2670,1.0264215
0,2673,1.0161651
0,2676,1.0060087
0,2679,0.9959516
0,2682,0.9859927
0,2685,0.9761312
0,2688,0.9663662
0,2691,0.9566967
0,2694,0.9471219
0,2697,0.9376409
0,2700,0.9282529
0,2703,0.91895694
0,2706,0.9097522
0,2709,0.9006378
0,2712,0.89161295
0,2715,0.8826768
0,2718,0.8738285
0,2721,0.8650672
0,2724,0.85639215
0,2727,0.8478025
0,2730,0.8392975
0,2733,0.8308763
0,2736,0.8225381
0,2739,0.8142822
0,2742,0.8061077
0,2745,0.7980139
0,2748,0.7900001
0,2751,0.78206545
0,2754,0.77420926
0,2757,0.76643074
0,2760,0.75872916
0,2763,0.7511039
0,2766,0.74355406
0,2769,0.736079
0,2772,0.72867805
0,2775,0.72135043
0,2778,0.71409553
0,2781,0.7069126
0,2784,0.6998009
0,2787,0.6927599
0,2790,0.6857888
0,2793,0.67888695
0,2796,0.67205375
0,2799,0.66528845
0,2802,0.6585905
0,2805,0.6519591
0,2808,0.64539385
0,2811,0.6388939
0,2814,0.6324587
0,2817,0.6260876
0,2820,0.61978006
0,2823,0.6135354
0,2826,0.60735303
0,2829,0.60123235
0,2832,0.59517276
0,2835,0.5891737
0,2838,0.58323455
0,2841,0.5773547
0,2844,0.5715337
0,2847,0.5657708
0,2850,0.56006557
0,2853,0.5544174
0,2856,0.54882574
0,2859,0.5432901
0,2862,0.53780985
0,2865,0.53238446
0,2868,0.5270135
0,2871,0.52169627
0,2874,0.5164324
0,2877,0.5112213
0,2880,0.50606245
0,2883,0.50095534
0,2886,0.49589953
0,2889,0.49089444
0,2892,0.48593962
0,2895,0.48103455
0,2898,0.47617874
0,2901,0.47137174
0,2904,0.46661302
0,2907,0.46190217
0,2910,0.4572387
0,2913,0.45262212
0,2916,0.448052
0,2919,0.44352785
0,2922,0.43904924
0,2925,0.43461573
0,2928,0.43022686
0,2931,0.42588222
0,2934,0.42158133
0,2937,0.41732377
0,2940,0.41310915
0,2943,0.408937
0,2946,0.4048069
0,2949,0.4007185
0,2952,0.39667132
0,2955,0.392665
0,2958,0.38869908
0,2961,0.38477322
0,2964,0.38088697
0,2967,0.37704
0,2970,0.37323186
0,2973,0.3694622
0,2976,0.36573064
0,2979,0.36203676
0,2982,0.35838026
0,2985,0.3547607
0,2988,0.35117775
0,2991,0.34763107
0,2994,0.34412023
0,2997,0.34064493
0,3000,0.33720478
